onset	duration	trial_type
0.01	10.0	FIXCROSS
10.01	2.017	CUE_LEFT
12.035	12.001	LEFT
24.052	10.0	FIXCROSS
34.052	2.017	CUE_RIGHT
36.077	12.001	RIGHT
48.094	10.0	FIXCROSS
58.094	2.016	CUE_LEFT
60.118	12.001	LEFT
72.135	15.0	FIXCROSS
87.135	2.017	CUE_RIGHT
89.16	12.001	RIGHT
101.177	15.0	FIXCROSS
116.177	2.017	CUE_LEFT
118.202	12.001	LEFT
130.219	12.5	FIXCROSS
142.719	2.017	CUE_RIGHT
144.744	12.001	RIGHT
156.76	12.508	FIXCROSS
169.269	2.008	CUE_LEFT
171.286	12.001	LEFT
183.302	15.0	FIXCROSS
198.302	2.017	CUE_RIGHT
200.327	12.001	RIGHT
212.344	15.0	FIXCROSS
227.344	2.017	CUE_LEFT
229.369	12.001	LEFT
241.386	10.008	FIXCROSS
251.394	2.008	CUE_RIGHT
253.411	12.009	RIGHT
265.427	10.0	FIXCROSS
275.427	2.017	CUE_LEFT
277.452	12.001	LEFT
289.469	12.5	FIXCROSS
301.969	2.017	CUE_RIGHT
303.994	12.001	RIGHT
316.011	12.5	FIXCROSS
328.511	60.467	FINISHED
