onset	duration	trial_type	braille_stimulus	targets	response_count
2.015	2.008	CUE_6_DOT	n/a	n/a	n/a
7.016	1.008	FIXCROSS	n/a	n/a	n/a
8.032	5.008	6_DOT_DETECTION	POD##	2	n/a
13.066	1.008	FIXCROSS	n/a	n/a	n/a
13.36	n/a	RESPONSE	n/a	n/a	1/2
14.082	5.008	6_DOT_DETECTION	SSTMT	0	n/a
19.116	1.008	FIXCROSS	n/a	n/a	n/a
20.132	5.008	6_DOT_DETECTION	##KOT	2	n/a
21.965	n/a	RESPONSE	n/a	n/a	1/2
22.998	n/a	RESPONSE	n/a	n/a	2/2
25.166	1.008	FIXCROSS	n/a	n/a	n/a
26.182	5.008	6_DOT_DETECTION	OCPPC	0	n/a
31.216	1.008	FIXCROSS	n/a	n/a	n/a
32.232	5.008	6_DOT_DETECTION	AKT##	2	n/a
34.413	n/a	RESPONSE	n/a	n/a	1/2
35.527	n/a	RESPONSE	n/a	n/a	2/2
36.983	n/a	RESPONSE	n/a	n/a	3/2
37.266	1.008	FIXCROSS	n/a	n/a	n/a
38.282	5.008	6_DOT_DETECTION	ODŁSE	0	n/a
43.316	1.008	FIXCROSS	n/a	n/a	n/a
44.332	5.008	6_DOT_DETECTION	#LMCI	1	n/a
45.782	n/a	RESPONSE	n/a	n/a	1/1
49.366	1.008	FIXCROSS	n/a	n/a	n/a
50.382	5.008	6_DOT_DETECTION	##MYK	2	n/a
51.517	n/a	RESPONSE	n/a	n/a	1/2
52.96	n/a	RESPONSE	n/a	n/a	2/2
57.424	2.008	CUE_REST	n/a	n/a	n/a
62.424	1.008	FIXCROSS	n/a	n/a	n/a
68.474	1.008	FIXCROSS	n/a	n/a	n/a
75.532	2.008	CUE_6_DOT	n/a	n/a	n/a
80.532	1.008	FIXCROSS	n/a	n/a	n/a
81.549	5.008	6_DOT_DETECTION	KUŁ##	2	n/a
85.728	n/a	RESPONSE	n/a	n/a	1/2
86.582	1.008	FIXCROSS	n/a	n/a	n/a
87.157	n/a	RESPONSE	n/a	n/a	2/2
87.599	5.008	6_DOT_DETECTION	OALDO	0	n/a
92.014	n/a	RESPONSE	n/a	n/a	1/0
92.632	1.008	FIXCROSS	n/a	n/a	n/a
93.649	5.008	6_DOT_DETECTION	#TLI#	2	n/a
94.76	n/a	RESPONSE	n/a	n/a	1/2
98.337	n/a	RESPONSE	n/a	n/a	2/2
98.682	1.008	FIXCROSS	n/a	n/a	n/a
99.698	5.009	6_DOT_DETECTION	KAAE#	1	n/a
103.732	n/a	RESPONSE	n/a	n/a	1/1
104.732	1.008	FIXCROSS	n/a	n/a	n/a
105.749	5.008	6_DOT_DETECTION	#DLA#	2	n/a
106.733	n/a	RESPONSE	n/a	n/a	1/2
110.029	n/a	RESPONSE	n/a	n/a	2/2
110.782	1.008	FIXCROSS	n/a	n/a	n/a
111.799	5.008	6_DOT_DETECTION	KCCDB	0	n/a
116.832	1.008	FIXCROSS	n/a	n/a	n/a
117.849	5.008	6_DOT_DETECTION	##OKO	2	n/a
119.109	n/a	RESPONSE	n/a	n/a	1/2
122.882	1.008	FIXCROSS	n/a	n/a	n/a
123.899	5.008	6_DOT_DETECTION	TADMM	0	n/a
130.441	2.008	CUE_REST	n/a	n/a	n/a
136.941	1.008	FIXCROSS	n/a	n/a	n/a
142.991	1.008	FIXCROSS	n/a	n/a	n/a
150.549	2.008	CUE_6_DOT	n/a	n/a	n/a
157.049	1.008	FIXCROSS	n/a	n/a	n/a
158.065	5.009	6_DOT_DETECTION	AII#P	1	n/a
161.475	n/a	RESPONSE	n/a	n/a	1/1
163.099	1.008	FIXCROSS	n/a	n/a	n/a
164.116	5.008	6_DOT_DETECTION	#SAM#	2	n/a
165.763	n/a	RESPONSE	n/a	n/a	1/2
168.162	n/a	RESPONSE	n/a	n/a	2/2
169.149	1.008	FIXCROSS	n/a	n/a	n/a
170.166	5.008	6_DOT_DETECTION	SUB#D	1	n/a
172.963	n/a	RESPONSE	n/a	n/a	1/1
175.199	1.008	FIXCROSS	n/a	n/a	n/a
176.216	5.008	6_DOT_DETECTION	#KOK#	2	n/a
177.115	n/a	RESPONSE	n/a	n/a	1/2
179.573	n/a	RESPONSE	n/a	n/a	2/2
181.249	1.008	FIXCROSS	n/a	n/a	n/a
182.266	5.008	6_DOT_DETECTION	TMSŁE	0	n/a
187.299	1.008	FIXCROSS	n/a	n/a	n/a
188.316	5.008	6_DOT_DETECTION	OTO##	2	n/a
191.897	n/a	RESPONSE	n/a	n/a	1/2
193.349	1.008	FIXCROSS	n/a	n/a	n/a
194.366	5.008	6_DOT_DETECTION	#LDDO	1	n/a
199.399	1.008	FIXCROSS	n/a	n/a	n/a
200.415	5.009	6_DOT_DETECTION	##ODA	2	n/a
202.679	n/a	RESPONSE	n/a	n/a	1/2
203.665	n/a	RESPONSE	n/a	n/a	2/2
206.957	2.008	CUE_REST	n/a	n/a	n/a
211.457	1.008	FIXCROSS	n/a	n/a	n/a
217.507	1.008	FIXCROSS	n/a	n/a	n/a
225.566	2.008	CUE_6_DOT	n/a	n/a	n/a
231.566	1.008	FIXCROSS	n/a	n/a	n/a
232.582	5.008	6_DOT_DETECTION	#KIM#	2	n/a
234.504	n/a	RESPONSE	n/a	n/a	1/2
237.616	1.008	FIXCROSS	n/a	n/a	n/a
237.992	n/a	RESPONSE	n/a	n/a	2/2
238.632	5.008	6_DOT_DETECTION	AK#OC	1	n/a
241.018	n/a	RESPONSE	n/a	n/a	1/1
243.666	1.008	FIXCROSS	n/a	n/a	n/a
244.682	5.008	6_DOT_DETECTION	CTP#C	1	n/a
247.168	n/a	RESPONSE	n/a	n/a	1/1
